Mã lỗi,Name,Message (Vietnamese),Message (English),Loại lỗi,Transaction Status,Lưu ý,Unnamed: 7,Loại lỗi.1,HXL
-5040,BANK_ACCOUNT_OR_CARD_ALREADY_LINKED,Thẻ/Tài khoản đang được liên kết. Vui lòng liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ.,Card/Account has already been linked. Please contact Customer Service for more support.,User,Fail,"CS kiểm tra UserID nào đang liên kết với Thẻ/TKNH: Vào CStool - mục: ""Thông tin giao dịch"" => ""Giao dịch liên kết ngân hàng"" => Dùng các thông tin có được, chọn đúng trường.
.  Nếu KH còn dùng TK Zalopay cũ => Tư vấn khách hàng hủy liên kết thẻ
.  Nếu KH không vào được Zalopay cũ để tự hủy được/ Nếu CS không tìm thấy đang liên kết với TK Zalopay nào => Khai thác thông tin chuyển case SL check & hủy liên kết giúp KH:
- Tên chủ thẻ/TKNH: 
- Số thẻ cần hỗ trợ hủy:
- Số TK cần hỗ trợ hủy:       
- Số CCCD: 
- Số điện thoại KH từng sử dụng hoặc từng đăng ký với ngân hàng:
(Lưu ý trong case cần note rõ mã lỗi, nếu KH không nhớ Số thẻ hoặc số tài khoản CS hỏi rõ lý do và note vào case) 
Thời gian xử lý: 1-3 ngày LV.
--------------------------------------------------------------------------
Riêng đối với NH Vietinbank:
Khai thác thêm KH có sử dụng SDT nào khác không (đang sử dụng, đã bỏ SDT, bị mất sim...) và có từng thay đổi thông tin số thẻ ở ngân hàng không, vì hiện tại mỗi 1 chủ tài khoản VTB chỉ liên kết trên Zalopay 1 lần, nếu khách hàng có thay đổi số thẻ (STK giữ nguyên) thì khi liên kết thẻ mới sẽ bị báo lỗi:

- Nếu khách hàng không cung cấp được thông tin thì chuyển SL báo BC check với bank.
- Nếu khai thác được khách hàng có SDT ZaloPay đang liên kết thẻ VTB thì khai thác như case hủy liên kết bình thường và chuyển SL hỗ trợ khách hàng, 
*Lưu ý: Nếu KH đã cung cấp được số điện thoại cũ nhưng thông tin số thẻ không giống, NV chủ động kiểm tra họ tên chủ thẻ đang liên kết trên tool và  họ tên chủ thẻ mới KH đang cung cấp có trùng nhau không? Nếu thông tin họ tên trùng > KH đã từng thay đổi thẻ. CS hỗ trợ KH như case hủy liên kết bình thường, không cần phải rep temp nhiều lần buộc KH phải xác nhận được là KH đã từng thay đổi thẻ hay chưa?

Đối với ngân hàng VIB:
Khai thác thêm khách hàng có đang sử dụng thẻ ATM/tài khoản NH VIB không?
Nếu có, nhân viên xin thêm 6 số đầu, 4 số cuối các thẻ/TK VIB mà khách hàng đang có.",,,
-5039,BANK_ACCOUNT_OR_CARD_NOT_FOUND,Không tìm thấy thông tin thẻ hoặc tài khoản.,Card/Account information not found.,User,Fail,"
* Thanh toán/ nạp tiền: CS hướng dẫn hủy liên kết sau đó liên kết lại và KH thực hiện lại giao dịch. 
Trường hợp nếu KH thực hiện hủy liên kết bị lỗi, CS hỗ trợ theo quy trình hủy liên kết ngân hàng hiện hành.

* Liên kết ngân hàng: hướng dẫn liên hệ bank để kiểm tra tình trạng tài khoản vì sao không thể liên kết được , nếu KH đã kiểm tra với ngân hàng, ngân hàng báo thẻ/tk không lỗi thì CS xin thông tin theo quy trình check lỗi bank hiện hành > sau đó chuyển SL mail bank kiểm tra

Xem sheet bên cạnh nếu thuộc Vietcombank",,,
-5038,BANK_INVALID_ACCOUNT_OR_CARD_INFO,"Thẻ/tài khoản không hợp lệ. Có thể xảy ra một trong các nguyên nhân sau:
 -Số thẻ/tài khoản, tên chủ thẻ/tài khoản hoặc ngày phát hành thẻ v.v...không đúng
 -Thẻ/tài khoản chưa được kích hoạt hay ở trạng thái không giao dịch được.
 Vui lòng thực hiện lại hoặc liên hệ ngân hàng phát hành để được hỗ trợ.","Card/Account is invalid. Might happen due to following reasons:
 - Incorrect card/account number, holder name, or card issued date, etc.
 - Card/Account has not been activated or it is in an invalid state.
 Please try again or contact issuing bank for more support.",User,Fail,"Xem sheet bên cạnh nếu thuộc các ngân hàng sau MBBank, Agribank, Vietcombank, Sacombank",,,
-5037,BANK_VERIFY_ACCOUNT_INVALID_INFO,Thông tin thẻ hoặc tài khoản không trùng khớp với ngân hàng.,,User,Fail,,,,
-5036,BANK_CARD_OR_ACCOUNT_TYPE_NOT_ACCEPTED,Ngân hàng không hỗ trợ loại Thẻ/Tài khoản này. Vui lòng liên hệ ngân hàng phát hành thẻ để được tư vấn.,Card type is not accepted. Please contact issuing bank for more support.,User,Fail,Xem hxl chi tiết từng Nh ở sheet bên cạnh,,,
-5035,BANK_INVALID_CVV,Số CVV không đúng. Vui lòng thử lại.,Invalid CVV. Please try again.,User,Fail,,,,
-5034,BANK_CARD_REACHED_CREDIT_LIMIT,Giao dịch vượt quá hạn mức tín dụng cho phép.,Credit limit is exceeded.,User,Fail,,,,
-5033,BANK_INACTIVE_CARD,Thẻ không hoạt động. Vui lòng liên hệ với ngân hàng phát hành thẻ để được hỗ trợ.,Inactive card. Please contact issuing bank for more support.,User,Fail,Xem hxl chi tiết từng Nh ở sheet bên cạnh,,,
-5032,BANK_STOLEN_OR_LOST_CARD,"Thẻ không hiệu lực do mất cắp, thu hồi thẻ. Vui lòng liên hệ với ngân hàng phát hành thẻ để được hỗ trợ.",Card is invalid due to lost or being stolen. Please contact issuing bank for more support.,User,Fail,,,,
-5031,BANK_EXPIRED_CARD,Thẻ hết hạn sử dụng. Vui lòng liên hệ với ngân hàng phát hành thẻ để được hỗ trợ.,Card expired. Please contact issuing bank for more support.,User,Fail,,,,
-5030,BANK_CASH_UNKNOWN_ERROR,Giao dịch thất bại phía ngân hàng. Vui lòng thử lại.,,Bank,Pending,,,,
-5029,BANK_CARD_NOT_REGISTERED_ONLINE_PAYMENT,Thẻ hoặc tài khoản chưa đăng ký dịch vụ thanh toán trực tuyến. Vui lòng đăng ký dịch vụ thanh toán trực tuyến với ngân hàng trước khi sử dụng dịch vụ này.,Card/ Account has not been registered with online payment service. Please register online payment before using this service.,User,Fail,"- Nếu NH Sacombank và HD bank , agrbank, NH liên kết tk qua cổng napas xem sheet kế bên
",,,
-5028,BANK_API_NOT_SUPPORTED,Ngân hàng không hỗ trợ dịch vụ này.,Bank does not support this service.,ClientService,Fail,,,,
-5027,BANK_CONNECTOR_SELECTOR_NOT_FOUND,Không kết nối được với ngân hàng.,Cannot connect to bank.,System,Fail,,,,
-5026,BANK_CASH_LESS_THAN_MIN_AMOUNT_PER_TRAN,Số tiền nhỏ hơn bạn mức tối thiểu cho phép trên mỗi giao dịch.,Transaction amount is less than the minimum amount per transaction.,User,Fail,,,,
-5025,BANK_BALANCE_EXCEEDED,Tài khoản khách hàng không đủ số dư.,Customer balance exceeds.,User,Fail,"""Bạn kiểm tra một trong các nguyên nhân sau:
- Một số ngân hàng yêu cầu số dư tối thiểu trong tài khoản (có thể lên tới 100.000đ). Khi bạn thanh toán qua ZaloPay, số dư tối thiểu xuống dưới mức yêu cầu nên ngân hàng không chấp nhận.
- Bạn đang chọn tài khoản ngân hàng không đủ tiền. 
- Nếu bạn dùng thẻ tín dụng thì thẻ của bạn đã hết hạn mức thanh toán với giao dịch này.""",,,
-5024,BANK_ISSUER_NOT_FOUND,Không tìm thấy ngân hàng phát hành.,Issuer not found.,ClientService,Fail,,,,
-5023,BANK_TOPUP_TIMEOUT,Vượt quá thời gian xử lý giao dịch tăng số dư của ngân hàng.,Top Up transaction timeout.,Bank,Fail,,,,
-5022,BANK_TOPUP_FAILED,Giao dịch tăng số dư từ ngân hàng (vào ví) thất bại.,Top Up transaction failed.,Bank,Fail,"Lỗi vi phạm rule hạn mức, CS kiểm tra tại link hạn mức (tại đây) ",,,
-5021,BANK_ACCOUNT_ALREADY_EXISTS,Tài khoản đã được đăng ký.,Account has already been registered.,User,Fail,"HXL:
Bạn đã có tài khoản tại Sacombank. Vui lòng liên kết thẻ/tài khoản vào Ví để sử dụng. Theo quy định, tính năng mở tài khoản Sacombank trên Ví ZaloPay chỉ áp dụng cho khách hàng chưa có tài khoản Sacombank",,,
-5020,BANK_VERIFY_ACCOUNT_FAILED,Dữ liệu xác thực của ngân hàng không hợp lệ.,,Bank,Fail,,,,
-5019,BANK_INVALID_CARD_OR_ACCOUNT,Thẻ hoặc tài khoản ngân hàng của khách hàng không hợp lệ.,,User,Fail,,,,
-5018,BANK_LINK_ACCOUNT_FAILED,Liên kết tài khoản ngân hàng thất bại. Vui lòng thực hiện lại.,Failed to link bank account. Please try again.,Bank,Fail,,,,
-5017,BANK_UNLINK_ACCOUNT_FAILED,Hủy liên kết tài khoản ngân hàng thất bại. Vui lòng thực hiện lại.,Failed to unlink bank account. Please try again.,Bank,Fail,,,,
-5016,BANK_QUERY_ACCOUNT_FAILED,Kiểm tra tài khoản của ngân hàng thất bại.,Failed to query bank account.,Bank,Fail,,,,
-5015,BANK_TRANS_TIMEOUT,Giao dịch vượt quá thời gian xử lý tại ngân hàng.,Transaction timeout at bank.,Bank,Pending,,,,
-5014,BANK_TRANS_EXCEPTION,Lỗi hệ thống ngân hàng. Vui lòng thử lại.,Bank system error. Please try again.,Bank,Pending,,,,
-5013,BANK_INVALID_ACCOUNT,Thông tin tài khoản ngân hàng không hợp lệ.,,Bank,Fail,,,,
-5012,BANK_EXCEEDED_AMOUNT_PER_DAY,Vượt quá giới hạn số tiền giao dịch mỗi ngày của ngân hàng.,Bank daily transaction amount limit exceeded.,User,Fail,NH agribank/MSB xem HD sheet kế bên,,,
-5011,BANK_EXCEEDED_AMOUNT_PER_TRAN,Vượt quá giới hạn số tiền mỗi giao dịch của ngân hàng.,Bank transaction amount limit for each transaction exceeded.,User,Fail,,,,
-5010,BANK_USER_NOT_FOUND,Thẻ hoặc tài khoản chưa được liên kết. Vui lòng liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ.,Card or account has not linked. Please contact Customer Service for more support.,Bank,Fail,"* Ngân hàng Nam Á: xem sheet bên cạnh.

* Các ngân hàng còn lại: 
Khai thác thêm thông tin khách hàng có từng liên hệ NH để báo hủy liên kết với ví điện tử không?
Ghi nhận thông tin khách hàng cung cấp + Khai thác thông tin theo quy trình Hủy liên kết NH - Chuyển case SL

SL:
- Nếu khách hàng CÓ liên hệ NH hủy liên kết - SL thực hiện Unlink force remove
- Nếu khách hàng KHÔNG liên hệ NH hủy liên kết - SL gửi Jira cho BC check lại với bank tiếp 
",,,
-5009,BANK_TRANS_FAILED,Giao dịch không thành công. Vui long thử lại.,Transaction failed. Please try again.,Bank,Fail,,,,
-5008,BANK_RESP_INVALID_PARAMETER,Dữ liệu ngân hàng trả về không hợp lệ.,Invalid bank response parameter.,Bank,Pending,,,,
-5007,BANK_SYSTEM_ERROR,Lỗi hệ thống ngân hàng. Vui lòng thử lại.,Bank system error. Please try again.,Bank,Pending,,,,
-5006,BANK_UNAUTHORIZED_ACCESS,Dữ liệu xác thực truy cập của ngân hàng không hợp lệ.,Bank access authentication data is invalid.,Bank,Fail,,,,
-5005,BANK_ZP_SYSTEM_MAINTENANCE,Hệ thống ZaloPay đang bảo trì. Vui lòng thử lại sau.,ZaloPay system is under maintenance. Please try again later.,System,Fail,,,,
-5004,BANK_RESP_INVALID_SIGNATURE,Dữ liệu xác thực của ngân hàng không hợp lệ.,Invalid bank response signature.,Bank,Pending,,,,
-5003,BANK_IN_MAINTERNANCE_MODE,"Ngân hàng đang bảo trì, vui lòng thử lại sau.",Bank system is under maintenance. Please try again later.,Bank,Fail,,,,
-5002,BANK_UNKNOWN_ERROR,"Ngân hàng có lỗi, vui lòng thử lại sau.",Bank system error. Please try again later.,Bank,Pending,,,,
-5001,BANK_NOT_CONNECTED,Không thể kết nối tới ngân hàng.,Cannot connect to bank system.,Bank,Pending,,,,
-5000,BANK_ZION_ESCROW_ACCOUNT_BALANCE_EXCEEDED,Tài khoản bảo đảm thanh toán của ZaloPay không đủ số dư. Vui lòng liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ.,ZaloPay escrow account balance exceeded. Please contact Customer Service for more support.,Bank,Fail,,,,
-4003,TRANS_TYPE_NOT_SUPPORT_RETRY_NOTIFY,Không thể notify giao dịch loại này.,,User,,,,,
-4002,NOTIFY_RETURN_FAIL,Gửi thông báo trả về kết qủa thất bại.,,System,,,,,
-4001,NOTIFY_FAIL,Gửi thông báo thất bại!,,System,,,,,
-3156,TRANS_HAS_BEEN_REVERTED_MANUALLY,Transaction has been reverted by operation team.,Transaction has been reverted by operation team.,User,Failed,,,,
-3155,BANK_NO_RECEIVE_BANK_IPN_CALLBACK,Hệ thống không nhận được yêu cầu xác nhận trạng thái giao dịch từ NH (IPN) trong vòng 15 phút.,System did not receive the request to confirm the transaction status from the bank (IPN) within 15 minutes.,Bank,Pending,"HXL: 
Cs khai thác rõ: Hiện trạng KH đang gặp : (Chưa nhận OTP/ Nhận OTP nhưng không có chỗ nhập/Không có nút để chọn gửi OTP về SMS/ Bị trắng màn hình....):
- CS kiểm tra (tool BC lọc mã lỗi (-3155) trong mục return code) trong tháng KH có bị mã lỗi này cho cùng loại giao dịch tương tự với giao dịch hiện tại không? 
+ Nếu có lớn hơn 2 lần bị mã lỗi (-3155) và từ thời điểm lỗi (-3155) cuối cùng đến giao dịch lỗi hiện tại không có GD tương tự thành công : Hướng dẫn KH gửi thông tin (*) về để hỗ trợ
+ Nếu có lỗi (-3155) từ 2 lần trở xuống : Hướng dẫn KH thao tác lại sau 24h , CS tư vấn thêm nếu sau 24h KH vẫn còn gặp tình trạng tương tự thì hướng dẫn KH cung cấp thông tin (*) gửi về trung tâm hỗ trợ ZP để được hỗ trợ kiểm tra, nếu KH cần gấp có thể liên kết/ thanh toán bằng ngân hàng khác.

(* )Thông tin CS cần khai thác để chuyển SL - Hẹn KH 3-5 ngày làm việc
- 6 số đầu và 4 số cuối in trên mặt trước thẻ hoặc Số tài khoản ngân hàng  (KH liên kết/thanh toán hình thức nào thì xin thông tin đó)
- Tên chủ thẻ /TK
- Số điện thoại bạn đăng ký với ngân hàng 
- Số CMND/CCCD chủ thẻ
- Clip/Hình ảnh lỗi (bắt buộc đối với các mô tả lỗi liên quan đến UX/UI như màn hình trắng, không có ô nhập OTP, ...)",,,
-3055,NO_RECEIVE_VERIFY_OTP_REQ,Hệ thống không nhận được yêu cầu xác thực giao dịch (OTP) trong vòng 15 phút.,The system did not receive a request to authenticate transactions (OTP) within 15 minutes.,Bank,Fail,"Có ba khả năng xảy ra lỗi này:
 01. Hệ thống gửi gửi OTP của NH hoặc đối tác NH (VNPay) bị lỗi nên KH không nhận được OTP để thực hiện bước tiếp theo.
 02. Tới bước nhập OTP để xác nhận giao dịch thì khách hàng chủ động hủy giao dịch.
 03. Tại thời điểm đó hệ thống FE/BE (App, ZPI, TPE) không submit được verify OTP request qua hệ thống BC.
  
  
 There three possibilities for this error:
  Bank OTP system error or bank partner (VNPay) error → Customer does not receive OTP to perform next step.
 Customer intentionally cancel transaction at verify-OTP step.
 At the time FE/BE system (App, ZPI, TPE) does not submit a verify-OTP request to BC system.",,,
-3036,ORIGINAL_TRANS_HAS_ALREADY_FAILED,Giao dịch gốc đã thất bại.,Original transaction has already failed.,ClientService,Fail,,,,
-3035,TRANS_TYPE_NOT_SUPPORT_OTP,Loại giao dịch không hỗ trợ OTP.,Transaction type does not support OTP.,ClientService,Fail,,,,
-3034,ORIGINAL_TRANS_NOT_FOUND,Mã giao dịch gốc không tồn tại.,Original transaction not found.,ClientService,Fail,,,,
-3033,ORIGINAL_TRANS_HAS_ALREADY_SUCCEEDED,Giao dịch gốc đã thực được thực hiện thành công.,Original transaction has already succeeded.,ClientService,Fail,,,,
-3032,ORIGINAL_TRANS_WAS_NOT_SUCCESSFUL,Giao dịch gốc chưa thành công.,Original transaction was not successful.,ClientService,Fail,,,,
-3031,TRANS_TYPE_NOT_SUPPORT_REFUND,Không hỗ trợ hoàn tiền cho loại giao dịch này.,Refund is not supported for this transaction type.,ClientService,Fail,,,,
-3030,REFUND_AMOUNT_EXCEEDED_ORIGINAL_AMOUNT,Số tiền hoàn trả vượt quá số tiền gốc.,Refund amount exceeded original amount.,ClientService,Fail,,,,
-3029,ACCOUNT_NOT_ALLOW_IN_THIS_ENV,Tài khoản không được phép giao dịch trên môi trường này.,Account is not allowed in this environment.,ClientService,Fail,,,,
-3028,TRANS_TYPE_NOT_SUPPORT_REVERSAL,Không thể hủy giao dịch này.,Unable to reverse this transaction.,ClientService,Fail,,,,
-3027,TRANS_HAS_BEEN_REVERTED,Giao dịch đã được hủy.,This transaction has been previously reverted.,ClientService,Fail,,,,
-3026,WALLET_ACCOUNT_NOT_FOUND,Taì khoản ví không tồn tại.,Wallet account not found.,User,Fail,,,,
-3025,WALLET_ACCOUNT_NOT_LINKED,Tài khoản chưa được liên kết.,Wallet account is not linked,User,Fail,,,,
-3024,DUPLICATED_TRANSACTION,Giao dịch bị trùng.,Transaction is duplicated.,System,Fail,,,,
-3023,TRANS_NOT_FOUND,Giao dịch không hợp lệ.,Invalid transaction.,ClientService,Fail,,,,
-3022,USER_NOT_FOUND,Thông tin khách hàng không hợp lệ.,Invalid customer information.,User,Fail,,,,
-3021,DUPLICATED_ZPTRANSID,Giao dịch bị trùng.,Transaction is duplicated.,ClientService,Fail,,,,
-3020,DUPLICATED_BANKTRANSID,Giao dịch bị trùng.,Transaction is duplicated.,Bank,Fail,,,,
-3004,EXCEED_MAX_NO_TRANS_PER_DAY,Vượt hạn mức số lượng giao dịch trên ngày.,,User,Fail,,,,
-3003,EXCEED_MAX_AMOUNT_PER_DAY,Vượt hạn mức giao dịch trên ngày.,,User,Fail,,,,
-3002,AMOUNT_GREATER_THAN_MAX_VALUE,Số tiền lớn hơn hạn mức tối đa.,,User,Fail,,,,
-3001,AMOUNT_LESS_THAN_MIN_VALUE,Số tiền nhỏ hơn hạn mức tối thiểu.,,User,Fail,,,,
-2202,DECRYPT_FAILED,Hệ thống có lỗi. Vui lòng thử lại.,System error. Please try again.,System,Fail,,,,
-2001,ENCRYPT_FAILED,Hệ thống có lỗi. Vui lòng thử lại.,System error. Please try again.,System,Pending,,,,
-1140,INVALID_MCC,Mã MCC không hợp lệ.,,ClientService,Fail,,,,
-1103,INVALID_MERCHANT_ID,Mã định danh merchant không hợp lệ.,,ClientService,Fail,,,,
-1102,INVALID_MERCHANT_NAME,Tên merchant không hợp lệ,,ClientService,Fail,,,,
-1101,INVALID_MERCHANT_CODE,Mã merchant không hợp lệ.,,ClientService,Fail,,,,
-1100,INVALID_MERCHANT_INFO,Thông tin merchant không hợp lệ,,ClientService,Fail,,,,
-1040,INVALID_CARD_EXPIRE_DATE,Ngày hết hạn không hợp lệ,Invalid expired date,ClientService,Fail,,,,
-1039,INVALID_BANK_USER_ID,Mã định danh khách hàng không hợp lệ.,Invalid customer id.,ClientService,Fail,". Nguyên nhân: Giao dịch bị lỗi do không nhận được bankUserId. 
. HXL: hướng dẫn User unlink & link lại ngân hàng thì sẽ ko gặp lỗi này nữa.",,,
-1038,INVALID_MPIN,Mã mPIN không hợp lệ.,Invalid mPIN.,ClientService,Fail,,,,
-1037,INVALID_REF_TRANS_INFO,Ref trans info không hợp lệ.,Invalid ref trans info.,System,Fail,,,,
-1036,INVALID_CARD_TOKEN,Thông tin card không hợp lệ.,Invalid card token.,ClientService,Fail,,,,
-1035,INVALID_QR_DATA,QR không hợp lệ.,Invalid QR.,ClientService,Fail,,,,
-1034,INVALID_USERIDTYPE,UserID type không hợp lệ.,Invalid UserID type.,ClientService,Fail,,,,
-1033,INVALID_USERID,UserID không hợp lệ.,Invalid UserID.,ClientService,Fail,,,,
-1032,INVALID_BANKMID,BankMID không hợp lệ.,Invalid BankMID.,ClientService,Fail,,,,
-1031,INVALID_REF_AMOUNT,Ref amount không hợp lệ.,Invalid Ref amount,ClientService,Fail,,,,
-1030,INVALID_CONN_CHANNEL,"Hệ thống có lỗi, vui lòng thử lại sau.",System error. Please try again.,ClientService,Fail,,,,
-1029,INVALID_OTP_TRANSID,Thông tin OTP không hợp lệ.,Invalid OTP information.,ClientService,Fail,,,,
-1028,INVALID_REQUEST_TIME,Thời gian yêu cầu không hợp lệ.,Invalid request time.,ClientService,Fail,,,,
-1027,INVALID_REFBANKTRANSID,Ref bank trans id không hợp lệ.,Invalid ref bank trans id.,ClientService,Fail,,,,
-1026,INVALID_USER_INFO,Thông tin khách hàng không hợp lê.,Invalid user info.,ClientService,Fail,"1. Đối với loại GD: RBA_LINK(1102) và Bankcode: ZPWOO - NH Woori:
- Nguyên nhân: Do tài khoản KH đã sinh trắc học trước khi tiến hành mở tài khoản nên hệ thống không cập nhật kịp. Để khắc phục, Zalopay cần gỡ thông tin sinh trắc học trước đó.
- HXL: CS hỏi KH có muốn thực hiện tab NFC lại hay không (đồng nghĩa là sẽ xoá thông tin NFC đang có và đi lấy lại)
> Nếu KH đồng ý: CS ghi nhận chuyến SL check với HauNT2 (dev team UM) để tiến hành reset NFC cho KH

2. Đối với loại GD khác, Bankcode khác: 
- HXL: KH kiểm tra lại thông tin cá nhân/ thông tin với NH",,,
-1025,INVALID_REFTRACENO,Mã giao dịch phía ngân hàng không hợp lệ.,Invalid ref traceno.,ClientService,Fail,,,,
-1024,INVALID_PHONE_NO,Số điện thoại không đúng.,Invalid phone number.,ClientService,Fail,,,,
-1023,INVALID_RESP_SIG,Chữ ký số không hợp lệ.,Invalid response signature.,ClientService,Fail,,,,
-1022,INVALID_BANKTRANSID,Mã giao dịch ngân hàng không hợp lệ.,Invalid banktransid.,ClientService,Fail,,,,
-1021,INVALID_TRANS_TYPE,Loại giao dịch không hợp lê.,Invalid transaction type.,ClientService,Fail,,,,
-1020,INVALID_EXTRA_INFO,Thông tin bổ sung không hợp lệ.,Invalid extra information.,ClientService,Fail,,,,
-1019,INVALID_REFTRANSTYPE,Hệ thống có lỗi. Vui lòng thử lại.,System error. Please try again.,ClientService,Fail,,,,
-1018,INVALID_SUB_TRANSTYPE,Hệ thống có lỗi. Vui lòng thử lại.,System error. Please try again.,ClientService,Fail,,,,
-1017,INVALID_OTP_VALUE,"OTP không đúng, vui lòng nhập lại.",Invalid OTP value. Please try again.,ClientService,Fail,,,,
-1016,INVALID_REFTRANSID,Mã giao dịch tham chiếu không hợp lệ.,Invalid reftransid.,ClientService,Fail,,,,
-1015,INVALID_CARD_OR_ACCOUNT_NO,Số thẻ hoặc số tài khoản không hợp lê.,Invalid card/account number.,ClientService,Fail,,,,
-1014,INVALID_PAYMENT_INFO,Thông tin thanh toán không hợp lệ.,Invalid payment information.,ClientService,Fail,,,,
-1013,INVALID_BANK_TOKEN,Chuỗi token không đúng.,Invalid bank token.,ClientService,Fail,,,,
-1012,INVALID_PMCID,Mã kênh thanh toán không hợp lệ.,Invalid PMCID.,ClientService,Fail,,,,
-1011,INVALID_TRANSID,Dữ liệu định danh giao dịch không hợp lệ.,Invalid transaction id.,ClientService,Fail,"+ Đối với NH MBBank: Từ ngày 1/7/2024, khi KH thanh toán/nạp tiền nhưng hệ thống báo lỗi -1011, CS hướng dẫn KH cập nhật phiên bản ứng dụng mới nhất sau đó thử lại.

+ Đối với các NH khác:  CS hướng dẫn KH thực hiện lại giao dịch. Nếu GD liên tục thất bại, CS xin thông tin bank chuyển SL check DEV.",,,
-1010,INVALID_BANKCODE,Mã ngân hàng không hợp lệ.,Invalid bank code.,ClientService,Fail,,,,
-1009,INVALID_MERCHANTTRANSID,Dữ liệu định danh giao dịch của merchant không hợp lệ.,Invalid merchant transaction id.,ClientService,Fail,,,,
-1008,INVALID_ZALOPAYID,Mã định danh ZaloPay không hợp lệ.,Invalid ZaloPay id.,ClientService,Fail,,,,
-1007,INVALID_AMOUNT,Số tiền không hợp lệ.,Invalid amount.,ClientService,Fail,,,,
-1006,INVALID_SYSID,Định danh hệ thống không hợp lệ.,Invalid system id.,ClientService,Fail,,,,
-1005,INVALID_TIME,Thời gian xử lý không hợp lệ.,Invalid time.,ClientService,Fail,,,,
-1004,INVALID_SIG,Dữ liệu xác thực không hợp lệ.,Invalid signature.,ClientService,Fail,,,,
-1003,INVALID_DATA,Dữ liệu không hợp lệ.,Invalid data.,ClientService,Fail,,,,
-1002,INVALID_TRANS_STATUS,Trạng thái giao dịch không hợp lệ.,Invalid transaction status.,ClientService,Fail,,,,
-1001,INVALID_REQUEST_DATA,Dữ liệu không hợp lệ.,Invalid request data.,ClientService,Fail,"""+ Đối với NH MBBank: Từ ngày 1/7/2024, khi KH thanh toán/nạp tiền nhưng hệ thống báo lỗi -1011, CS hướng dẫn KH cập nhật phiên bản ứng dụng mới nhất sau đó thử lại.

+ Đối với các NH khác:  CS hướng dẫn KH thực hiện lại giao dịch. Nếu GD liên tục thất bại, CS xin thông tin bank chuyển SL check DEV.""",,,
0,UNKNOW_ERROR,"Hệ thống có lỗi, vui lòng thử lại sau.",System error. Please try again later.,System,Pending,,,,
1,SUCCESSFUL,Giao dịch thành công.,Transaction is successful.,Success,Success,,,,
2,VALIDATE_PARAM_OK,Xác thực tham số thành công!,,Processing,Pending,,,,
3,INIT,Hệ thống đang khởi tạo giao dịch!,,Processing,Pending,,,,
4,IN_QUEUE,Dữ liệu đang trong hàng đợi xử lý!,,Processing,Pending,,,,
5,OTP_VERIFYING,Đang đợi xác thực OTP!,,Processing,Pending,,,,
6,PROCESSING,Giao dịch đang xử lý.,Transaction is processing.,Processing,Pending,"HXL: Hệ thống đang xử lý (thường trong 30 phút),  báo KH đợi thêm hệ thống sẽ trả kết quả BC thành công hoặc BC pending hoặc BC thất bại.",,,
7,REVERTED,Đã thực hiện giao dịch đảo ngược (hoàn tiền)!,,Success,Success,,,,
8,REFUNDED_BY_TPE,Giao dịch đã được hoàn tiền,,Success,Success,,,,
9,PROCESS_MANUAL_REFUNDING,Giao dịch dang xử lý,,Success,Success,,,,
61,BANK_CALL_TIMEOUT,Không kết nối được với hệ thống ngân hàng.,Cannot connect to bank system.,,Pending,,,,
62,BANK_CALL_EXCEPTION,Lỗi Timeout khi gọi qua ngân hàng.,Timeout error while calling bank.,,Pending,,,,
63,BANK_PROCESS_TIMEOUT,Lỗi Timeout hệ thống ngân hàng.,Bank system timeout error.,,Pending,,,,
64,BANK_PROCESS_UNKNOWN_ERROR,Lỗi không xác định tại hệ thống ngân hàng.,Bank system unknown error.,,Pending,,,,
-5702,BANK_EXCEEDED_AMOUNT_PER_MONTH,Vượt hạn mức giao dịch trong tháng tại ngân hàng,,Bank,Fail,,,,
-5265,BANK_TRANS_PENDING,Giao dịch đang chờ xử lý. Vui lòng liên hệ ngân hàng phát hành để được hỗ trợ.,,Bank,Fail,,,,
-5221,BANK_EKYC_ACCOUNT_NEED_TO_BE_VERIFIED_AT_THE_COUNTER,Thẻ/ tài khoản này chưa được hỗ trợ để liên kết ví điện tử vì được mở bằng hình thức trực tuyến eKYC. Bạn vui lòng đến chi nhánh ngân hàng để xác thực tài khoản hoặc gọi hotline ngân hàng phát hành để được hỗ trợ.,,Bank,Fail,,,,
-5800,BANK_ZION_ESCROW_ACCOUNT_HAS_BEEN_LOCKED,Hệ thống có lỗi khi xử lý yêu cầu. Vui lòng liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ.,,Bank,Fail,,,,
-5702,BANK_EXCEEDED_AMOUNT_PER_MONTH,Vượt hạn mức giao dịch trong tháng tại ngân hàng.,,Bank,Fail,,,,
-5700,BANK_IB_OR_EBANK_ACCOUNT_HAS_BEEN_LOCKED,Tài khoản ngân hàng điện tử đang tạm khóa. Vui lòng liên hệ ngân hàng để được hỗ trợ,,Bank,Fail,,,,
-5701,BANK_TEMP_LOCKED_DUE_TO_PREVIOUS_TXN_HAS_NOT_BEEN_FINISHED,Vui lòng thực hiện lại giao dịch sau 5 phút do KH chưa thực hiện xác thực giao dịch trước đó.,,Bank,Fail,,,,
